:START_ID,val,:END_ID,:TYPE
cpxR,1,cpxR,EDGE
cpxR,1,aroG,EDGE
cpxR,1,cheW,EDGE
cpxR,1,lpxD,EDGE
cpxR,1,hha,EDGE
cpxR,1,skp,EDGE
cpxR,1,degP,EDGE
cpxR,1,lpxA,EDGE
cpxR,1,motA,EDGE
cpxR,1,motB,EDGE
cpxR,1,ompC,EDGE
cpxR,1,ppiA,EDGE
cpxR,1,rpoH,EDGE
cpxR,1,slt,EDGE
cpxR,1,tsr,EDGE
cpxR,1,dsbC,EDGE
cpxR,1,yccA,EDGE
cpxR,1,fabZ,EDGE
cpxR,1,dsbA,EDGE
cpxR,1,csgA,EDGE
cpxR,1,baeS,EDGE
cpxR,1,yidQ,EDGE
cpxR,1,rdoA,EDGE
cpxR,1,tomB,EDGE
cpxR,1,ppiD,EDGE
cpxR,1,efeU_1,EDGE
cpxR,1,csgG,EDGE
cpxR,1,csgE,EDGE
cpxR,1,csgB,EDGE
cpxR,1,csgC,EDGE
cpxR,1,ycfS,EDGE
cpxR,1,spy,EDGE
cpxR,1,mdtC,EDGE
cpxR,1,ygaU,EDGE
cpxR,1,yqaE,EDGE
cpxR,1,yqjA,EDGE
cpxR,1,cpxP,EDGE
ada,1,ada,EDGE
ada,1,alkB,EDGE
ada,1,aidB,EDGE
araC,1,araA,EDGE
araC,1,araB,EDGE
araC,1,araC,EDGE
araC,1,araD,EDGE
araC,1,araE,EDGE
araC,1,araF,EDGE
araC,1,araG,EDGE
araC,1,xylB,EDGE
arcA,1,ackA,EDGE
arcA,1,puuC,EDGE
arcA,1,appA,EDGE
arcA,1,cadA,EDGE
arcA,1,cadB,EDGE
arcA,1,cydA,EDGE
arcA,1,cydB,EDGE
arcA,1,fumC,EDGE
arcA,1,glpA,EDGE
arcA,1,glpB,EDGE
arcA,1,glpC,EDGE
arcA,1,glpD,EDGE
arcA,1,hyaA,EDGE
arcA,1,hyaB,EDGE
arcA,1,hyaC,EDGE
arcA,1,hyaD,EDGE
arcA,1,ndh,EDGE
arcA,1,oppF,EDGE
arcA,1,pflB,EDGE
arcA,1,sdhA,EDGE
arcA,1,sdhB,EDGE
arcA,1,sdhC,EDGE
arcA,1,sdhD,EDGE
arcA,1,sucA,EDGE
arcA,1,sucB,EDGE
arcA,1,sucC,EDGE
arcA,1,sucD,EDGE
arcA,1,focA,EDGE
arcA,1,rhaT,EDGE
arcA,1,appB,EDGE
arcA,1,appC,EDGE
arcA,1,gadE,EDGE
arcA,1,caiB,EDGE
arcA,1,ydeA,EDGE
arcA,1,grcA,EDGE
arcA,1,hybB,EDGE
arcA,1,hybC,EDGE
arcA,1,hybD,EDGE
arcA,1,hybE,EDGE
arcA,1,puuB,EDGE
arcA,1,lldD,EDGE
arcA,1,nuoG,EDGE
arcA,1,nuoJ,EDGE
arcA,1,gadX,EDGE
arcA,1,gatD,EDGE
arcA,1,prmC,EDGE
arcA,1,caiE,EDGE
arcA,1,dctA,EDGE
arcA,1,glcB,EDGE
arcA,1,gadA,EDGE
arcA,1,fadH,EDGE
arcA,1,citG,EDGE
arcA,1,citX,EDGE
arcA,1,citF,EDGE
arcA,1,citE,EDGE
arcA,1,citD,EDGE
arcA,1,citC,EDGE
arcA,1,dpiA,EDGE
arcA,1,dcuC,EDGE
arcA,1,iraM,EDGE
arcA,1,puuP,EDGE
arcA,1,puuE,EDGE
arcA,1,fadJ,EDGE
arcA,1,glcA,EDGE
arcA,1,glcD,EDGE
arcA,1,hybO,EDGE
argR,1,hisM,EDGE
argR,1,argC,EDGE
argR,1,argF,EDGE
argR,1,argG,EDGE
argR,1,gltB,EDGE
argR,1,gltD,EDGE
argR,1,argH,EDGE
argR,1,gltF,EDGE
argR,1,artM,EDGE
argR,1,artJ,EDGE
argR,1,astE,EDGE
argR,1,astB,EDGE
argR,1,astD,EDGE
argR,1,astA,EDGE
argR,1,astC,EDGE
asnC,1,asnA,EDGE
asnC,1,mnmG,EDGE
bolA,1,ampC,EDGE
bolA,1,dacC,EDGE
cadC,1,cadC,EDGE
chbR,1,chbB,EDGE
chbR,1,chbC,EDGE
chbR,1,chbA,EDGE
chbR,1,chbR,EDGE
chbR,1,chbF,EDGE
chbR,1,chbG,EDGE
crp,1,aceE,EDGE
crp,1,aceF,EDGE
crp,1,agp,EDGE
crp,1,aldA,EDGE
crp,1,puuC,EDGE
crp,1,araC,EDGE
crp,1,araE,EDGE
crp,1,araF,EDGE
crp,1,araG,EDGE
crp,1,araJ,EDGE
crp,1,aspA,EDGE
crp,1,cdd,EDGE
crp,1,chbB,EDGE
crp,1,chbA,EDGE
crp,1,chbR,EDGE
crp,1,cirA,EDGE
crp,1,crp,EDGE
crp,1,crr,EDGE
crp,1,cstA,EDGE
crp,1,cyoA,EDGE
crp,1,cyoB,EDGE
crp,1,cyoC,EDGE
crp,1,cyoD,EDGE
crp,1,cytR,EDGE
crp,1,deoA,EDGE
crp,1,deoB,EDGE
crp,1,deoC,EDGE
crp,1,deoD,EDGE
crp,1,dksA,EDGE
crp,1,ebgC,EDGE
crp,1,entB,EDGE
crp,1,entC,EDGE
crp,1,entE,EDGE
crp,1,envZ,EDGE
crp,1,fadL,EDGE
crp,1,fbaA,EDGE
crp,1,fecA,EDGE
crp,1,fepA,EDGE
crp,1,fis,EDGE
crp,1,flhD,EDGE
crp,1,fucA,EDGE
crp,1,fucK,EDGE
crp,1,fumA,EDGE
crp,1,fumC,EDGE
crp,1,fur,EDGE
crp,1,gabT,EDGE
crp,1,galE,EDGE
crp,1,galK,EDGE
crp,1,galS,EDGE
crp,1,galT,EDGE
crp,1,gapA,EDGE
crp,1,epd,EDGE
crp,1,gcvH,EDGE
crp,1,glgA,EDGE
crp,1,glgC,EDGE
crp,1,glgP,EDGE
crp,1,glnA,EDGE
crp,1,glnG,EDGE
crp,1,glnL,EDGE
crp,1,glpE,EDGE
crp,1,glpF,EDGE
crp,1,glpG,EDGE
crp,1,glpQ,EDGE
crp,1,glpT,EDGE
crp,1,gltA,EDGE
crp,1,gltB,EDGE
crp,1,gltD,EDGE
crp,1,grpE,EDGE
crp,1,guaA,EDGE
crp,1,guaB,EDGE
crp,1,gyrA,EDGE
crp,1,hflC,EDGE
crp,1,hupA,EDGE
crp,1,hupB,EDGE
crp,1,ilvB,EDGE
crp,1,rpoS,EDGE
crp,1,lacA,EDGE
crp,1,lacY,EDGE
crp,1,lacZ,EDGE
crp,1,lamB,EDGE
crp,1,lpd,EDGE
crp,1,malE,EDGE
crp,1,malF,EDGE
crp,1,malI,EDGE
crp,1,malM,EDGE
crp,1,malT,EDGE
crp,1,malX,EDGE
crp,1,manA,EDGE
crp,1,manX,EDGE
crp,1,manY,EDGE
crp,1,mazE,EDGE
crp,1,mdh,EDGE
crp,1,melB,EDGE
crp,1,metK,EDGE
crp,1,mglA,EDGE
crp,1,mtlA,EDGE
crp,1,mtlD,EDGE
crp,1,nagA,EDGE
crp,1,nagB,EDGE
crp,1,umpH,EDGE
crp,1,nagE,EDGE
crp,1,nagC,EDGE
crp,1,nanA,EDGE
crp,1,nirB,EDGE
crp,1,nirC,EDGE
crp,1,nirD,EDGE
crp,1,nmpC,EDGE
crp,1,nrdB,EDGE
crp,1,nupG,EDGE
crp,1,ompA,EDGE
crp,1,ompR,EDGE
crp,1,pflB,EDGE
crp,1,pgk,EDGE
crp,1,ppiA,EDGE
crp,1,priB,EDGE
crp,1,ptsG,EDGE
crp,1,ptsH,EDGE
crp,1,ptsI,EDGE
crp,1,rbsB,EDGE
crp,1,rbsC,EDGE
crp,1,rbsD,EDGE
crp,1,rbsR,EDGE
crp,1,relA,EDGE
crp,1,rhaR,EDGE
crp,1,rpoH,EDGE
crp,1,rpsF,EDGE
crp,1,rpsR,EDGE
crp,1,sdhA,EDGE
crp,1,sdhB,EDGE
crp,1,sdhC,EDGE
crp,1,sdhD,EDGE
crp,1,sfsA,EDGE
crp,1,sodA,EDGE
crp,1,srlB,EDGE
crp,1,srlD,EDGE
crp,1,sucA,EDGE
crp,1,sucB,EDGE
crp,1,sucC,EDGE
crp,1,sucD,EDGE
crp,1,trg,EDGE
crp,1,tsx,EDGE
crp,1,udp,EDGE
crp,1,ugpA,EDGE
crp,1,ugpB,EDGE
crp,1,ugpQ,EDGE
crp,1,uhpT,EDGE
crp,1,xseA,EDGE
crp,1,xylA,EDGE
crp,1,cspD,EDGE
crp,1,raiA,EDGE
crp,1,yhfA,EDGE
crp,1,mazF,EDGE
crp,1,focA,EDGE
crp,1,ivbL,EDGE
crp,1,tnaC,EDGE
crp,1,preA,EDGE
crp,1,dusB,EDGE
crp,1,acnA,EDGE
crp,1,gabD,EDGE
crp,1,gabP,EDGE
crp,1,glgS,EDGE
crp,1,treC,EDGE
crp,1,dadA,EDGE
crp,1,dadX,EDGE
crp,1,marA,EDGE
crp,1,marR,EDGE
crp,1,gcvT,EDGE
crp,1,acs,EDGE
crp,1,narQ,EDGE
crp,1,gltF,EDGE
crp,1,fadD,EDGE
crp,1,ychH,EDGE
crp,1,caiB,EDGE
crp,1,fixB,EDGE
crp,1,proP,EDGE
crp,1,galM,EDGE
crp,1,grcA,EDGE
crp,1,hofC,EDGE
crp,1,puuB,EDGE
crp,1,sbmC,EDGE
crp,1,actP,EDGE
crp,1,yjcH,EDGE
crp,1,mtlR,EDGE
crp,1,nupC,EDGE
crp,1,yeiP,EDGE
crp,1,cspE,EDGE
crp,1,chbG,EDGE
crp,1,yiaJ,EDGE
crp,1,yiaK,EDGE
crp,1,yiaL,EDGE
crp,1,yiaM,EDGE
crp,1,yiaN,EDGE
crp,1,yiaO,EDGE
crp,1,lyxK,EDGE
crp,1,sgbH,EDGE
crp,1,sgbU,EDGE
crp,1,aldB,EDGE
crp,1,acnB,EDGE
crp,1,lhgO,EDGE
crp,1,gatA,EDGE
crp,1,gatB,EDGE
crp,1,gatC,EDGE
crp,1,gatY,EDGE
crp,1,mpl,EDGE
crp,1,caiE,EDGE
crp,1,exuT,EDGE
crp,1,agaA,EDGE
crp,1,hpt,EDGE
crp,1,rmf,EDGE
crp,1,caiF,EDGE
crp,1,prpB,EDGE
crp,1,prpC,EDGE
crp,1,prpE,EDGE
crp,1,mhpE,EDGE
crp,1,citG,EDGE
crp,1,citX,EDGE
crp,1,citF,EDGE
crp,1,citE,EDGE
crp,1,citD,EDGE
crp,1,citC,EDGE
crp,1,dpiB,EDGE
crp,1,fiu,EDGE
crp,1,ycdZ,EDGE
crp,1,csgF,EDGE
crp,1,csgD,EDGE
crp,1,hlyE,EDGE
crp,1,puuE,EDGE
crp,1,paaB,EDGE
crp,1,paaC,EDGE
crp,1,paaD,EDGE
crp,1,paaJ,EDGE
crp,1,paaK,EDGE
crp,1,lsrR,EDGE
crp,1,lsrC,EDGE
crp,1,lsrB,EDGE
crp,1,tam,EDGE
crp,1,mlc,EDGE
crp,1,gatZ,EDGE
crp,1,preT,EDGE
crp,1,murQ,EDGE
crp,1,hyfC,EDGE
crp,1,hyfJ,EDGE
crp,1,hyfR,EDGE
crp,1,csiE,EDGE
crp,1,pka,EDGE
crp,1,csiD,EDGE
crp,1,casD,EDGE
crp,1,casC,EDGE
crp,1,aer,EDGE
crp,1,tdcF,EDGE
crp,1,tdcE,EDGE
crp,1,nanE,EDGE
crp,1,aaeB,EDGE
crp,1,aaeX,EDGE
crp,1,gntX,EDGE
crp,1,nfuA,EDGE
crp,1,ulaE,EDGE
crp,1,idnD,EDGE
crp,1,nanM,EDGE
crp,1,uxaC,EDGE
crp,1,srlA,EDGE
crp,1,mhpA,EDGE
crp,1,mhpD,EDGE
crp,1,mhpF,EDGE
cspA,1,gyrA,EDGE
cspA,1,hns,EDGE
cysB,1,cysA,EDGE
cysB,1,cysD,EDGE
cysB,1,cysH,EDGE
cysB,1,cysI,EDGE
cysB,1,cysJ,EDGE
cysB,1,cysK,EDGE
cysB,1,cysN,EDGE
cysB,1,cysP,EDGE
cysB,1,cysU,EDGE
cysB,1,cysW,EDGE
cysB,1,ssuB,EDGE
cysB,1,ssuC,EDGE
cysB,1,ssuD,EDGE
cysB,1,ssuE,EDGE
cysB,1,cbl,EDGE
dicA,1,ydfE,EDGE
dicA,1,ydfX,EDGE
dnaA,1,dnaA,EDGE
dnaA,1,dnaN,EDGE
dnaA,1,nrdA,EDGE
dnaA,1,nrdB,EDGE
dnaA,1,recF,EDGE
dnaA,1,yfaE,EDGE
fis,1,adhE,EDGE
fis,1,ansB,EDGE
fis,1,apaG,EDGE
fis,1,apaH,EDGE
fis,1,bglB,EDGE
fis,1,bglF,EDGE
fis,1,bglG,EDGE
fis,1,carA,EDGE
fis,1,carB,EDGE
fis,1,deoA,EDGE
fis,1,deoB,EDGE
fis,1,deoC,EDGE
fis,1,deoD,EDGE
fis,1,dmsA,EDGE
fis,1,dmsB,EDGE
fis,1,fadA,EDGE
fis,1,fadB,EDGE
fis,1,fumB,EDGE
fis,1,glnL,EDGE
fis,1,glpQ,EDGE
fis,1,glpT,EDGE
fis,1,hns,EDGE
fis,1,hupA,EDGE
fis,1,hyaE,EDGE
fis,1,hyaF,EDGE
fis,1,infB,EDGE
fis,1,rsmA,EDGE
fis,1,lpd,EDGE
fis,1,malE,EDGE
fis,1,malF,EDGE
fis,1,mazE,EDGE
fis,1,mazG,EDGE
fis,1,mglC,EDGE
fis,1,narG,EDGE
fis,1,narH,EDGE
fis,1,narI,EDGE
fis,1,narJ,EDGE
fis,1,narK,EDGE
fis,1,ndh,EDGE
fis,1,nirB,EDGE
fis,1,nirC,EDGE
fis,1,nirD,EDGE
fis,1,nrdB,EDGE
fis,1,nusA,EDGE
fis,1,pnp,EDGE
fis,1,ptsG,EDGE
fis,1,queA,EDGE
fis,1,rpsO,EDGE
fis,1,topA,EDGE
fis,1,trg,EDGE
fis,1,trmA,EDGE
fis,1,tufB,EDGE
fis,1,fau,EDGE
fis,1,truB,EDGE
fis,1,rbfA,EDGE
fis,1,rimP,EDGE
fis,1,mazF,EDGE
fis,1,marA,EDGE
fis,1,marR,EDGE
fis,1,sra,EDGE
fis,1,nuoF,EDGE
fis,1,nrfA,EDGE
fis,1,grcA,EDGE
fis,1,nrfB,EDGE
fis,1,nrfC,EDGE
fis,1,nrfE,EDGE
fis,1,nrfF,EDGE
fis,1,nrfG,EDGE
fis,1,nuoA,EDGE
fis,1,nuoB,EDGE
fis,1,nuoC,EDGE
fis,1,nuoE,EDGE
fis,1,nuoH,EDGE
fis,1,nuoI,EDGE
fis,1,nuoK,EDGE
fis,1,nuoL,EDGE
fis,1,xylG,EDGE
fis,1,xylH,EDGE
fis,1,xylF,EDGE
fis,1,xylR,EDGE
fis,1,alaT,EDGE
fis,1,alaW,EDGE
fis,1,aspV,EDGE
fis,1,glnU,EDGE
fis,1,glnV,EDGE
fis,1,gltT,EDGE
fis,1,gltU,EDGE
fis,1,glyT,EDGE
fis,1,hisR,EDGE
fis,1,ileT,EDGE
fis,1,leuP,EDGE
fis,1,leuQ,EDGE
fis,1,leuT,EDGE
fis,1,leuV,EDGE
fis,1,leuX,EDGE
fis,1,lysW,EDGE
fis,1,metT,EDGE
fis,1,metU,EDGE
fis,1,metY,EDGE
fis,1,rnpB,EDGE
fis,1,rrfA,EDGE
fis,1,rrfC,EDGE
fis,1,rrfD,EDGE
fis,1,rrfE,EDGE
fis,1,rrfG,EDGE
fis,1,rrfH,EDGE
fis,1,rrlA,EDGE
fis,1,rrlC,EDGE
fis,1,rrlD,EDGE
fis,1,rrlE,EDGE
fis,1,rrlG,EDGE
fis,1,rrlH,EDGE
fis,1,rrsA,EDGE
fis,1,rrsC,EDGE
fis,1,rrsD,EDGE
fis,1,rrsG,EDGE
fis,1,rrfF,EDGE
fis,1,ssrS,EDGE
fis,1,thrT,EDGE
fis,1,thrU,EDGE
fis,1,thrV,EDGE
fis,1,tyrT,EDGE
fis,1,tyrU,EDGE
fis,1,valY,EDGE
fis,1,nanT,EDGE
fis,1,cspI,EDGE
fis,1,yoaG,EDGE
fis,1,yeaR,EDGE
fis,1,glcC,EDGE
fis,1,nanK,EDGE
flhD,1,mglC,EDGE
flhD,1,recC,EDGE
flhD,1,fliD,EDGE
flhD,1,ygdB,EDGE
flhD,1,ppdB,EDGE
flhD,1,fliF,EDGE
flhD,1,fliZ,EDGE
flhD,1,fliG,EDGE
flhD,1,fliH,EDGE
flhD,1,nrfD,EDGE
flhD,1,ccmB,EDGE
flhD,1,napC,EDGE
flhD,1,napG,EDGE
flhD,1,gltJ,EDGE
flhD,1,gltL,EDGE
flhD,1,flgA,EDGE
flhD,1,flgD,EDGE
flhD,1,flgJ,EDGE
flhD,1,flgM,EDGE
flhD,1,gltI,EDGE
flhD,1,flgN,EDGE
flhD,1,fliY,EDGE
fnr,1,aceE,EDGE
fnr,1,aceF,EDGE
fnr,1,ackA,EDGE
fnr,1,adhE,EDGE
fnr,1,arcA,EDGE
fnr,1,aspA,EDGE
fnr,1,aspC,EDGE
fnr,1,cadC,EDGE
fnr,1,cheR,EDGE
fnr,1,moeA,EDGE
fnr,1,moeB,EDGE
fnr,1,cydA,EDGE
fnr,1,cydB,EDGE
fnr,1,cysG,EDGE
fnr,1,fepE,EDGE
fnr,1,fes,EDGE
fnr,1,frdA,EDGE
fnr,1,frdB,EDGE
fnr,1,frdC,EDGE
fnr,1,fumC,EDGE
fnr,1,gcvH,EDGE
fnr,1,gdhA,EDGE
fnr,1,glpQ,EDGE
fnr,1,glpT,EDGE
fnr,1,gltB,EDGE
fnr,1,gltD,EDGE
fnr,1,hemA,EDGE
fnr,1,hypD,EDGE
fnr,1,hypE,EDGE
fnr,1,katG,EDGE
fnr,1,lpd,EDGE
fnr,1,malQ,EDGE
fnr,1,narX,EDGE
fnr,1,ndh,EDGE
fnr,1,pflB,EDGE
fnr,1,pstS,EDGE
fnr,1,prfA,EDGE
fnr,1,pstA,EDGE
fnr,1,pstB,EDGE
fnr,1,pstC,EDGE
fnr,1,purM,EDGE
fnr,1,purN,EDGE
fnr,1,rplB,EDGE
fnr,1,rplC,EDGE
fnr,1,rplD,EDGE
fnr,1,rplP,EDGE
fnr,1,rplV,EDGE
fnr,1,rplW,EDGE
fnr,1,rpmC,EDGE
fnr,1,rpsC,EDGE
fnr,1,rpsJ,EDGE
fnr,1,rpsQ,EDGE
fnr,1,rpsS,EDGE
fnr,1,soxR,EDGE
fnr,1,soxS,EDGE
fnr,1,pdhR,EDGE
fnr,1,ompW,EDGE
fnr,1,hyfA,EDGE
fnr,1,garK,EDGE
fnr,1,garR,EDGE
fnr,1,fdnG,EDGE
fnr,1,fdnH,EDGE
fnr,1,fdnI,EDGE
fnr,1,focA,EDGE
fnr,1,hyfB,EDGE
fnr,1,glnD,EDGE
fnr,1,nrdD,EDGE
fnr,1,gcvT,EDGE
fnr,1,gltF,EDGE
fnr,1,nikR,EDGE
fnr,1,pepT,EDGE
fnr,1,caiB,EDGE
fnr,1,fixB,EDGE
fnr,1,moaB,EDGE
fnr,1,moaD,EDGE
fnr,1,moaE,EDGE
fnr,1,ydeJ,EDGE
fnr,1,moaC,EDGE
fnr,1,grcA,EDGE
fnr,1,amtB,EDGE
fnr,1,nrfD,EDGE
fnr,1,yeiL,EDGE
fnr,1,ccmB,EDGE
fnr,1,napC,EDGE
fnr,1,napG,EDGE
fnr,1,nuoG,EDGE
fnr,1,nuoJ,EDGE
fnr,1,feoA,EDGE
fnr,1,glnK,EDGE
fnr,1,pitA,EDGE
fnr,1,ychO,EDGE
fnr,1,norW,EDGE
fnr,1,caiE,EDGE
fnr,1,dppB,EDGE
fnr,1,dppC,EDGE
fnr,1,emrY,EDGE
fnr,1,rnpB,EDGE
fnr,1,caiF,EDGE
fnr,1,citG,EDGE
fnr,1,citX,EDGE
fnr,1,citF,EDGE
fnr,1,citE,EDGE
fnr,1,citD,EDGE
fnr,1,citC,EDGE
fnr,1,dpiB,EDGE
fnr,1,dcuC,EDGE
fnr,1,iraM,EDGE
fnr,1,hlyE,EDGE
fnr,1,puuP,EDGE
fnr,1,ynfH,EDGE
fnr,1,ydhW,EDGE
fnr,1,ydhY,EDGE
fnr,1,emrK,EDGE
fnr,1,hyfD,EDGE
fnr,1,hyfE,EDGE
fnr,1,hyfF,EDGE
fnr,1,hyfG,EDGE
fnr,1,hyfH,EDGE
fnr,1,hyfI,EDGE
fnr,1,focB,EDGE
fnr,1,norV,EDGE
fnr,1,aer,EDGE
fnr,1,tdcF,EDGE
fnr,1,tdcE,EDGE
fnr,1,dcuS,EDGE
fnr,1,iraD,EDGE
fnr,1,uxaC,EDGE
fur,1,garL,EDGE
fur,1,entA,EDGE
fur,1,entD,EDGE
fur,1,entF,EDGE
fur,1,fecB,EDGE
fur,1,fecC,EDGE
fur,1,fecE,EDGE
fur,1,fecR,EDGE
fur,1,fepB,EDGE
fur,1,fepC,EDGE
fur,1,fepD,EDGE
fur,1,fepG,EDGE
fur,1,fhuD,EDGE
fur,1,fhuE,EDGE
fur,1,fumC,EDGE
fur,1,gdhA,EDGE
fur,1,gltB,EDGE
fur,1,gltD,EDGE
fur,1,katE,EDGE
fur,1,katG,EDGE
fur,1,lpd,EDGE
fur,1,metH,EDGE
fur,1,metJ,EDGE
fur,1,ndh,EDGE
fur,1,oppF,EDGE
fur,1,purR,EDGE
fur,1,pyrC,EDGE
fur,1,sdhA,EDGE
fur,1,sdhB,EDGE
fur,1,sdhC,EDGE
fur,1,sdhD,EDGE
fur,1,soxR,EDGE
fur,1,soxS,EDGE
fur,1,sucA,EDGE
fur,1,sucB,EDGE
fur,1,sucC,EDGE
fur,1,sucD,EDGE
fur,1,tonB,EDGE
fur,1,entS,EDGE
fur,1,entH,EDGE
fur,1,gltF,EDGE
fur,1,amtB,EDGE
fur,1,feoB,EDGE
fur,1,glnK,EDGE
fur,1,garP,EDGE
fur,1,feoC,EDGE
fur,1,nrdE,EDGE
fur,1,rcnA,EDGE
fur,1,rcnB,EDGE
fur,1,gspD,EDGE
fur,1,gspE,EDGE
fur,1,gspG,EDGE
fur,1,gspH,EDGE
fur,1,gspI,EDGE
fur,1,gspJ,EDGE
fur,1,gspK,EDGE
fur,1,gspL,EDGE
fur,1,yhhY,EDGE
galS,1,galE,EDGE
galS,1,galK,EDGE
galS,1,galR,EDGE
galS,1,galT,EDGE
galS,1,mglC,EDGE
galS,1,galM,EDGE
galS,1,galP,EDGE
ihfA,1,aceA,EDGE
ihfA,1,aceB,EDGE
ihfA,1,aceK,EDGE
ihfA,1,carA,EDGE
ihfA,1,carB,EDGE
ihfA,1,cysG,EDGE
ihfA,1,cysH,EDGE
ihfA,1,cysI,EDGE
ihfA,1,cysJ,EDGE
ihfA,1,dmsA,EDGE
ihfA,1,dmsB,EDGE
ihfA,1,dppA,EDGE
ihfA,1,envZ,EDGE
ihfA,1,fimA,EDGE
ihfA,1,fimC,EDGE
ihfA,1,fimF,EDGE
ihfA,1,fimH,EDGE
ihfA,1,fis,EDGE
ihfA,1,fnr,EDGE
ihfA,1,gcd,EDGE
ihfA,1,glnH,EDGE
ihfA,1,glnP,EDGE
ihfA,1,glnQ,EDGE
ihfA,1,gltA,EDGE
ihfA,1,hipB,EDGE
ihfA,1,hipA,EDGE
ihfA,1,hycB,EDGE
ihfA,1,hycC,EDGE
ihfA,1,hypD,EDGE
ihfA,1,hypE,EDGE
ihfA,1,ilvA,EDGE
ihfA,1,ilvD,EDGE
ihfA,1,ilvE,EDGE
ihfA,1,ndh,EDGE
ihfA,1,nirB,EDGE
ihfA,1,nirC,EDGE
ihfA,1,nirD,EDGE
ihfA,1,pflB,EDGE
ihfA,1,pstS,EDGE
ihfA,1,pspA,EDGE
ihfA,1,pspB,EDGE
ihfA,1,pspC,EDGE
ihfA,1,pspD,EDGE
ihfA,1,pspE,EDGE
ihfA,1,pstA,EDGE
ihfA,1,pstB,EDGE
ihfA,1,pstC,EDGE
ihfA,1,rpoH,EDGE
ihfA,1,tyrP,EDGE
ihfA,1,focA,EDGE
ihfA,1,ilvL,EDGE
ihfA,1,dusB,EDGE
ihfA,1,sufA,EDGE
ihfA,1,uspA,EDGE
ihfA,1,dps,EDGE
ihfA,1,sra,EDGE
ihfA,1,ibpB,EDGE
ihfA,1,nrfA,EDGE
ihfA,1,pspG,EDGE
