:START_ID,val,:END_ID,:TYPE
ihfA,1,nrfB,EDGE
ihfA,1,nrfC,EDGE
ihfA,1,nrfD,EDGE
ihfA,1,nrfE,EDGE
ihfA,1,nrfF,EDGE
ihfA,1,nrfG,EDGE
ihfA,1,nuoG,EDGE
ihfA,1,nuoJ,EDGE
ihfA,1,hemF,EDGE
ihfA,1,yiaJ,EDGE
ihfA,1,lyxK,EDGE
ihfA,1,sgbH,EDGE
ihfA,1,ssuB,EDGE
ihfA,1,prmC,EDGE
ihfA,1,norW,EDGE
ihfA,1,ulaB,EDGE
ihfA,1,ulaC,EDGE
ihfA,1,dppD,EDGE
ihfA,1,dppF,EDGE
ihfA,1,glcF,EDGE
ihfA,1,ssuC,EDGE
ihfA,1,ssuD,EDGE
ihfA,1,ssuE,EDGE
ihfA,1,csgF,EDGE
ihfA,1,csgD,EDGE
ihfA,1,paaB,EDGE
ihfA,1,paaC,EDGE
ihfA,1,paaD,EDGE
ihfA,1,paaJ,EDGE
ihfA,1,paaK,EDGE
ihfA,1,sufE,EDGE
ihfA,1,sufS,EDGE
ihfA,1,sufD,EDGE
ihfA,1,sufC,EDGE
ihfA,1,sufB,EDGE
ihfA,1,norV,EDGE
ihfA,1,hycI,EDGE
ihfA,1,glcG,EDGE
ihfA,1,tdcF,EDGE
ihfA,1,tdcE,EDGE
ihfA,1,ulaG,EDGE
ihfA,1,ulaA,EDGE
ihfA,1,ulaD,EDGE
ihfA,1,ulaF,EDGE
ihfA,1,ilvG_1,EDGE
ihfB,1,aceA,EDGE
ihfB,1,aceB,EDGE
ihfB,1,aceK,EDGE
ihfB,1,carA,EDGE
ihfB,1,carB,EDGE
ihfB,1,cysG,EDGE
ihfB,1,cysH,EDGE
ihfB,1,cysI,EDGE
ihfB,1,cysJ,EDGE
ihfB,1,dmsA,EDGE
ihfB,1,dmsB,EDGE
ihfB,1,dppA,EDGE
ihfB,1,envZ,EDGE
ihfB,1,fimA,EDGE
ihfB,1,fimC,EDGE
ihfB,1,fimF,EDGE
ihfB,1,fimH,EDGE
ihfB,1,fis,EDGE
ihfB,1,fnr,EDGE
ihfB,1,gcd,EDGE
ihfB,1,glnH,EDGE
ihfB,1,glnP,EDGE
ihfB,1,glnQ,EDGE
ihfB,1,gltA,EDGE
ihfB,1,hipB,EDGE
ihfB,1,hipA,EDGE
ihfB,1,hycB,EDGE
ihfB,1,hycC,EDGE
ihfB,1,hypD,EDGE
ihfB,1,hypE,EDGE
ihfB,1,ilvA,EDGE
ihfB,1,ilvD,EDGE
ihfB,1,ilvE,EDGE
ihfB,1,ndh,EDGE
ihfB,1,nirB,EDGE
ihfB,1,nirC,EDGE
ihfB,1,nirD,EDGE
ihfB,1,pflB,EDGE
ihfB,1,pstS,EDGE
ihfB,1,pspA,EDGE
ihfB,1,pspB,EDGE
ihfB,1,pspC,EDGE
ihfB,1,pspD,EDGE
ihfB,1,pspE,EDGE
ihfB,1,pstA,EDGE
ihfB,1,pstB,EDGE
ihfB,1,pstC,EDGE
ihfB,1,rpoH,EDGE
ihfB,1,tyrP,EDGE
ihfB,1,focA,EDGE
ihfB,1,ilvL,EDGE
ihfB,1,dusB,EDGE
ihfB,1,sufA,EDGE
ihfB,1,uspA,EDGE
ihfB,1,dps,EDGE
ihfB,1,sra,EDGE
ihfB,1,ibpB,EDGE
ihfB,1,nrfA,EDGE
ihfB,1,pspG,EDGE
ihfB,1,nrfB,EDGE
ihfB,1,nrfC,EDGE
ihfB,1,nrfD,EDGE
ihfB,1,nrfE,EDGE
ihfB,1,nrfF,EDGE
ihfB,1,nrfG,EDGE
ihfB,1,nuoG,EDGE
ihfB,1,nuoJ,EDGE
ihfB,1,hemF,EDGE
ihfB,1,yiaJ,EDGE
ihfB,1,lyxK,EDGE
ihfB,1,sgbH,EDGE
ihfB,1,ssuB,EDGE
ihfB,1,prmC,EDGE
ihfB,1,norW,EDGE
ihfB,1,ulaB,EDGE
ihfB,1,ulaC,EDGE
ihfB,1,dppD,EDGE
ihfB,1,dppF,EDGE
ihfB,1,glcF,EDGE
ihfB,1,ssuC,EDGE
ihfB,1,ssuD,EDGE
ihfB,1,ssuE,EDGE
ihfB,1,csgF,EDGE
ihfB,1,csgD,EDGE
ihfB,1,paaB,EDGE
ihfB,1,paaC,EDGE
ihfB,1,paaD,EDGE
ihfB,1,paaJ,EDGE
ihfB,1,paaK,EDGE
ihfB,1,sufE,EDGE
ihfB,1,sufS,EDGE
ihfB,1,sufD,EDGE
ihfB,1,sufC,EDGE
ihfB,1,sufB,EDGE
ihfB,1,norV,EDGE
ihfB,1,hycI,EDGE
ihfB,1,glcG,EDGE
ihfB,1,tdcF,EDGE
ihfB,1,tdcE,EDGE
ihfB,1,ulaG,EDGE
ihfB,1,ulaA,EDGE
ihfB,1,ulaD,EDGE
ihfB,1,ulaF,EDGE
ihfB,1,ilvG_1,EDGE
hipB,1,fadH,EDGE
hns,1,garL,EDGE
hns,1,appY,EDGE
hns,1,bglB,EDGE
hns,1,bglF,EDGE
hns,1,bglG,EDGE
hns,1,cadA,EDGE
hns,1,cadB,EDGE
hns,1,cysM,EDGE
hns,1,acrE,EDGE
hns,1,acrF,EDGE
hns,1,fepE,EDGE
hns,1,fes,EDGE
hns,1,fimA,EDGE
hns,1,fimB,EDGE
hns,1,fimC,EDGE
hns,1,fimF,EDGE
hns,1,fimH,EDGE
hns,1,flhD,EDGE
hns,1,fliC,EDGE
hns,1,gabT,EDGE
hns,1,galE,EDGE
hns,1,hisP,EDGE
hns,1,ilvH,EDGE
hns,1,ilvI,EDGE
hns,1,lacA,EDGE
hns,1,lacY,EDGE
hns,1,lacZ,EDGE
hns,1,leuO,EDGE
hns,1,mazE,EDGE
hns,1,mukB,EDGE
hns,1,nirB,EDGE
hns,1,nirC,EDGE
hns,1,nirD,EDGE
hns,1,nrdA,EDGE
hns,1,proV,EDGE
hns,1,proW,EDGE
hns,1,proX,EDGE
hns,1,relA,EDGE
hns,1,ftnA,EDGE
hns,1,srlB,EDGE
hns,1,srlD,EDGE
hns,1,cspD,EDGE
hns,1,fau,EDGE
hns,1,chiA,EDGE
hns,1,mazF,EDGE
hns,1,gabD,EDGE
hns,1,gabP,EDGE
hns,1,fliZ,EDGE
hns,1,hdfR,EDGE
hns,1,adiA,EDGE
hns,1,stpA,EDGE
hns,1,caiD,EDGE
hns,1,caiC,EDGE
hns,1,caiA,EDGE
hns,1,caiT,EDGE
hns,1,evgS,EDGE
hns,1,adeD,EDGE
hns,1,adiY,EDGE
hns,1,hisJ,EDGE
hns,1,hisQ,EDGE
hns,1,mukF,EDGE
hns,1,smtA,EDGE
hns,1,yfaE,EDGE
hns,1,lhgO,EDGE
hns,1,garP,EDGE
hns,1,hlyE,EDGE
hns,1,ydeO,EDGE
hns,1,fliY,EDGE
hns,1,csiE,EDGE
hns,1,csiD,EDGE
hns,1,casD,EDGE
hns,1,casC,EDGE
hns,1,gspD,EDGE
hns,1,gspE,EDGE
hns,1,gspG,EDGE
hns,1,gspH,EDGE
hns,1,gspI,EDGE
hns,1,gspJ,EDGE
hns,1,gspK,EDGE
hns,1,gspL,EDGE
hns,1,bglJ,EDGE
hns,1,nrdG,EDGE
hns,1,srlA,EDGE
hupA,1,galE,EDGE
hupA,1,tyrP,EDGE
hupA,1,pgm,EDGE
hupB,1,galE,EDGE
hupB,1,tyrP,EDGE
hupB,1,pgm,EDGE
argP,1,dapB,EDGE
argP,1,dapD,EDGE
argP,1,dnaA,EDGE
argP,1,dnaN,EDGE
argP,1,gdhA,EDGE
argP,1,nrdB,EDGE
argP,1,lysP,EDGE
kdpE,1,kdpC,EDGE
lexA,1,murC,EDGE
lexA,1,murF,EDGE
lexA,1,polB,EDGE
lexA,1,recA,EDGE
lexA,1,recN,EDGE
lexA,1,umuC,EDGE
lexA,1,uvrD,EDGE
lexA,1,dinF,EDGE
lexA,1,ybfE,EDGE
lexA,1,recX,EDGE
lexA,1,dinB,EDGE
lexA,1,ydjM,EDGE
lexA,1,symE,EDGE
lexA,1,ruvB,EDGE
lrp,1,aroA,EDGE
lrp,1,avtA,EDGE
lrp,1,fimA,EDGE
lrp,1,fimC,EDGE
lrp,1,fimE,EDGE
lrp,1,fimF,EDGE
lrp,1,fimH,EDGE
lrp,1,gabT,EDGE
lrp,1,gcvH,EDGE
lrp,1,ilvA,EDGE
lrp,1,ilvD,EDGE
lrp,1,ilvH,EDGE
lrp,1,ilvI,EDGE
lrp,1,kbl,EDGE
lrp,1,livF,EDGE
lrp,1,livG,EDGE
lrp,1,livJ,EDGE
lrp,1,livK,EDGE
lrp,1,livM,EDGE
lrp,1,malT,EDGE
lrp,1,oppF,EDGE
lrp,1,osmC,EDGE
lrp,1,serA,EDGE
lrp,1,serC,EDGE
lrp,1,tdh,EDGE
lrp,1,fau,EDGE
lrp,1,gabD,EDGE
lrp,1,gabP,EDGE
lrp,1,lysP,EDGE
lrp,1,gcvT,EDGE
lrp,1,lhgO,EDGE
lrp,1,csiD,EDGE
lrp,1,ilvG_1,EDGE
malI,1,malY,EDGE
malT,1,lamB,EDGE
malT,1,malE,EDGE
malT,1,malF,EDGE
malT,1,malM,EDGE
malT,1,malQ,EDGE
malT,1,malZ,EDGE
mprA,1,emrA,EDGE
mprA,1,emrB,EDGE
nagC,1,chbC,EDGE
nagC,1,chbF,EDGE
nagC,1,creD,EDGE
nagC,1,glmS,EDGE
nagC,1,manZ,EDGE
nagC,1,umpH,EDGE
nagC,1,nagE,EDGE
nagC,1,creC,EDGE
nagC,1,glmU,EDGE
nagC,1,feoA,EDGE
nagC,1,feoB,EDGE
nagC,1,galP,EDGE
nagC,1,feoC,EDGE
nagC,1,chiP,EDGE
nagC,1,ybfN,EDGE
nagC,1,nanS,EDGE
nagC,1,nanC,EDGE
narL,1,dcuB,EDGE
narL,1,cysG,EDGE
narL,1,dmsA,EDGE
narL,1,dmsB,EDGE
narL,1,fdhF,EDGE
narL,1,fumB,EDGE
narL,1,hyaE,EDGE
narL,1,hyaF,EDGE
narL,1,ogt,EDGE
narL,1,dcuA,EDGE
narL,1,fdnH,EDGE
narL,1,fdnI,EDGE
narL,1,nuoF,EDGE
narL,1,nrfA,EDGE
narL,1,hybB,EDGE
narL,1,hybC,EDGE
narL,1,hybD,EDGE
narL,1,hybE,EDGE
narL,1,torC,EDGE
narL,1,nrfB,EDGE
narL,1,nrfC,EDGE
narL,1,nrfD,EDGE
narL,1,nrfE,EDGE
narL,1,nrfF,EDGE
narL,1,nrfG,EDGE
narL,1,ccmH,EDGE
narL,1,ccmG,EDGE
narL,1,ccmF,EDGE
narL,1,ccmE,EDGE
narL,1,ccmC,EDGE
narL,1,ccmA,EDGE
narL,1,napB,EDGE
narL,1,napH,EDGE
narL,1,napA,EDGE
narL,1,napF,EDGE
narL,1,nikA,EDGE
narL,1,nikB,EDGE
narL,1,nikC,EDGE
narL,1,nikD,EDGE
narL,1,nuoA,EDGE
narL,1,nuoB,EDGE
narL,1,nuoC,EDGE
narL,1,nuoE,EDGE
narL,1,nuoH,EDGE
narL,1,nuoI,EDGE
narL,1,nuoK,EDGE
narL,1,nuoL,EDGE
narL,1,napD,EDGE
narL,1,ccmD,EDGE
narL,1,norW,EDGE
narL,1,citG,EDGE
narL,1,citX,EDGE
narL,1,citF,EDGE
narL,1,citE,EDGE
narL,1,citD,EDGE
narL,1,citC,EDGE
narL,1,dpiB,EDGE
narL,1,ynfE,EDGE
narL,1,ynfF,EDGE
narL,1,ynfG,EDGE
narL,1,ydhT,EDGE
narL,1,ydhU,EDGE
narL,1,ydhX,EDGE
narL,1,ydhV,EDGE
narL,1,norV,EDGE
narL,1,hybO,EDGE
narL,1,dcuR,EDGE
narL,1,ytfE,EDGE
ompR,1,ompC,EDGE
ompR,1,csgF,EDGE
ompR,1,csgD,EDGE
phoP,1,cysB,EDGE
phoP,1,fadL,EDGE
phoP,1,glgA,EDGE
phoP,1,glgB,EDGE
phoP,1,glgC,EDGE
phoP,1,glgP,EDGE
phoP,1,glgX,EDGE
phoP,1,nagA,EDGE
phoP,1,ompT,EDGE
phoP,1,phoP,EDGE
phoP,1,phoQ,EDGE
phoP,1,purD,EDGE
phoP,1,purH,EDGE
phoP,1,tolC,EDGE
phoP,1,ygiB,EDGE
phoP,1,rstB,EDGE
phoP,1,hdeA,EDGE
phoP,1,hdeB,EDGE
phoP,1,yhiD,EDGE
phoP,1,hdeD,EDGE
phoP,1,gadE,EDGE
phoP,1,treR,EDGE
phoP,1,gadW,EDGE
phoP,1,mgtA,EDGE
phoP,1,ybjG,EDGE
phoP,1,iraM,EDGE
phoP,1,ydeO,EDGE
phoP,1,safA,EDGE
phoP,1,rstA,EDGE
phoP,1,slyB,EDGE
phoP,1,yrbL,EDGE
phoP,1,dcuD,EDGE
rbsR,1,add,EDGE
rbsR,1,rbsA,EDGE
rbsR,1,rbsK,EDGE
rcsA,1,ftsA,EDGE
rcsA,1,ftsZ,EDGE
rcsA,1,osmB,EDGE
rcsA,1,osmC,EDGE
rcsA,1,rcsA,EDGE
rcsA,1,hdeA,EDGE
rcsA,1,hdeB,EDGE
rcsA,1,yhiD,EDGE
rcsA,1,gadB,EDGE
rcsA,1,hdeD,EDGE
rcsA,1,sra,EDGE
rcsA,1,rarA,EDGE
rcsA,1,lolA,EDGE
rcsA,1,csgG,EDGE
rcsA,1,csgE,EDGE
rcsA,1,bdm,EDGE
rcsA,1,gadC,EDGE
rcsA,1,ydeP,EDGE
rcsA,1,wzc,EDGE
rcsB,1,ftsA,EDGE
rcsB,1,ftsZ,EDGE
rcsB,1,sfsB,EDGE
rcsB,1,osmB,EDGE
rcsB,1,osmC,EDGE
rcsB,1,rcsA,EDGE
rcsB,1,hdeA,EDGE
rcsB,1,hdeB,EDGE
rcsB,1,yhiD,EDGE
rcsB,1,gadB,EDGE
rcsB,1,hdeD,EDGE
rcsB,1,sra,EDGE
rcsB,1,dctR,EDGE
rcsB,1,slp,EDGE
rcsB,1,molR_1,EDGE
rcsB,1,gadX,EDGE
rcsB,1,adiC,EDGE
rcsB,1,rarA,EDGE
rcsB,1,gadA,EDGE
rcsB,1,lolA,EDGE
rcsB,1,csgG,EDGE
rcsB,1,csgE,EDGE
rcsB,1,bdm,EDGE
rcsB,1,gadC,EDGE
rcsB,1,ydeP,EDGE
rcsB,1,wzc,EDGE
rcsB,1,yqhG,EDGE
rcsB,1,ygiZ,EDGE
rcsB,1,yhiM,EDGE
rhaR,1,rhaR,EDGE
sdiA,1,ftsQ,EDGE
sdiA,1,gadW,EDGE
nhaR,1,nhaA,EDGE
nhaR,1,osmC,EDGE
nhaR,1,nhaR,EDGE
mraZ,1,murC,EDGE
mraZ,1,murF,EDGE
mngR,1,mngA,EDGE
mngR,1,mngB,EDGE
nsrR,1,hycA,EDGE
nsrR,1,hycD,EDGE
nsrR,1,hycF,EDGE
nsrR,1,hycG,EDGE
nsrR,1,hycH,EDGE
nsrR,1,hypA,EDGE
nsrR,1,hypB,EDGE
nsrR,1,hypC,EDGE
nsrR,1,ndh,EDGE
nsrR,1,fliA,EDGE
nsrR,1,rffE,EDGE
nsrR,1,rffA,EDGE
nsrR,1,nrfA,EDGE
nsrR,1,tehB,EDGE
nsrR,1,nrfB,EDGE
nsrR,1,nrfC,EDGE
nsrR,1,nrfE,EDGE
nsrR,1,nrfF,EDGE
nsrR,1,nrfG,EDGE
nsrR,1,dsdC,EDGE
nsrR,1,mhpT,EDGE
nsrR,1,hcr,EDGE
nsrR,1,hcp,EDGE
nsrR,1,feaR,EDGE
nsrR,1,yeaE,EDGE
nsrR,1,yoaG,EDGE
nsrR,1,yeaR,EDGE
nsrR,1,bdcA,EDGE
nsrR,1,feaB,EDGE
creB,1,malG,EDGE
creB,1,talA,EDGE
nrdR,1,nrdA,EDGE
nrdR,1,yfaE,EDGE
nrdR,1,nrdE,EDGE
nrdR,1,nrdG,EDGE
fliZ,1,csgA,EDGE
fliZ,1,csgG,EDGE
fliZ,1,csgE,EDGE
fliZ,1,csgB,EDGE
fliZ,1,csgC,EDGE
rob,1,sodA,EDGE
rob,1,tolC,EDGE
rob,1,ygiB,EDGE
rob,1,zwf,EDGE
rob,1,nfsA,EDGE
rob,1,acnA,EDGE
rob,1,inaA,EDGE
rob,1,marA,EDGE
rob,1,marR,EDGE
rob,1,acrA,EDGE
rob,1,ybjC,EDGE
rob,1,acrZ,EDGE
rob,1,ybiS,EDGE
rob,1,ybjN,EDGE
fabR,1,fabA,EDGE
cynR,1,cynT,EDGE
marA,1,fpr,EDGE
marA,1,poxB,EDGE
marA,1,purA,EDGE
marA,1,sodA,EDGE
marA,1,tolC,EDGE
marA,1,ygiB,EDGE
marA,1,zwf,EDGE
marA,1,nfsA,EDGE
marA,1,acnA,EDGE
marA,1,inaA,EDGE
marA,1,waaY,EDGE
marA,1,waaZ,EDGE
marA,1,marA,EDGE
marA,1,marR,EDGE
marA,1,acrA,EDGE
marA,1,ybjC,EDGE
marA,1,acrZ,EDGE
marA,1,ybjN,EDGE
marA,1,pqiA,EDGE
marA,1,pqiB,EDGE
marA,1,yncE,EDGE
marR,1,marB,EDGE
nikR,1,nikA,EDGE
nikR,1,nikB,EDGE
nikR,1,nikC,EDGE
nikR,1,nikD,EDGE
narP,1,cysG,EDGE
narP,1,hyaE,EDGE
narP,1,hyaF,EDGE
narP,1,fdnG,EDGE
narP,1,nrfD,EDGE
narP,1,ccmH,EDGE
narP,1,ccmG,EDGE
narP,1,ccmF,EDGE
narP,1,ccmE,EDGE
narP,1,ccmC,EDGE
narP,1,ccmB,EDGE
narP,1,ccmA,EDGE
narP,1,napC,EDGE
narP,1,napB,EDGE
narP,1,napH,EDGE
narP,1,napG,EDGE
narP,1,napA,EDGE
narP,1,napF,EDGE
narP,1,napD,EDGE
narP,1,ccmD,EDGE
narP,1,norW,EDGE
narP,1,ydhT,EDGE
narP,1,ydhU,EDGE
narP,1,ydhX,EDGE
narP,1,ydhV,EDGE
narP,1,norV,EDGE
narP,1,ytfE,EDGE
gadE,1,cyoA,EDGE
gadE,1,cyoB,EDGE
gadE,1,cyoC,EDGE
gadE,1,cyoD,EDGE
gadE,1,lpxD,EDGE
gadE,1,fliC,EDGE
gadE,1,ftsA,EDGE
gadE,1,ftsZ,EDGE
gadE,1,gnd,EDGE
gadE,1,skp,EDGE
gadE,1,lpxA,EDGE
gadE,1,lrp,EDGE
gadE,1,osmB,EDGE
gadE,1,osmC,EDGE
gadE,1,rcsA,EDGE
gadE,1,fabZ,EDGE
gadE,1,hdeA,EDGE
gadE,1,hdeB,EDGE
gadE,1,yhiD,EDGE
gadE,1,gadB,EDGE
gadE,1,hdeD,EDGE
gadE,1,sra,EDGE
gadE,1,gadE,EDGE
gadE,1,dctR,EDGE
gadE,1,slp,EDGE
gadE,1,mdtE,EDGE
gadE,1,mdtF,EDGE
gadE,1,gadW,EDGE
gadE,1,gadX,EDGE
gadE,1,adiC,EDGE
gadE,1,rarA,EDGE
gadE,1,gadA,EDGE
gadE,1,lolA,EDGE
gadE,1,bdm,EDGE
gadE,1,gadC,EDGE
gadE,1,ydeP,EDGE
gadE,1,yhiM,EDGE
evgA,1,gadE,EDGE
evgA,1,evgA,EDGE
evgA,1,mdtE,EDGE
evgA,1,mdtF,EDGE
evgA,1,emrY,EDGE
evgA,1,ydeP,EDGE
evgA,1,emrK,EDGE
evgA,1,yfdE,EDGE
evgA,1,frc,EDGE
evgA,1,yfdX,EDGE
basR,1,dgkA,EDGE
basR,1,hha,EDGE
basR,1,putA,EDGE
basR,1,tomB,EDGE
basR,1,csgF,EDGE
basR,1,csgD,EDGE
basR,1,qseB,EDGE
zur,1,ykgM,EDGE
zur,1,znuC,EDGE
zur,1,zinT,EDGE
zntR,1,zntA,EDGE
mlrA,1,cadC,EDGE
mlrA,1,rplU,EDGE
mlrA,1,rpmA,EDGE
mlrA,1,csgF,EDGE
mlrA,1,csgD,EDGE
mlrA,1,ibaG,EDGE
sgrR,1,tbpA,EDGE
sgrR,1,alaC,EDGE
lrhA,1,fimE,EDGE
lrhA,1,lrhA,EDGE
gadW,1,hdeA,EDGE
gadW,1,hdeB,EDGE
gadW,1,yhiD,EDGE
gadW,1,gadB,EDGE
gadW,1,gadE,EDGE
gadW,1,mdtE,EDGE
gadW,1,mdtF,EDGE
gadW,1,gadX,EDGE
gadW,1,gadA,EDGE
gadW,1,gadC,EDGE
gadX,1,btuB,EDGE
gadX,1,hns,EDGE
gadX,1,rpoS,EDGE
gadX,1,lon,EDGE
gadX,1,uspE,EDGE
gadX,1,hdeA,EDGE
gadX,1,hdeB,EDGE
gadX,1,yhiD,EDGE
gadX,1,gadB,EDGE
gadX,1,hdeD,EDGE
gadX,1,gadE,EDGE
gadX,1,dctR,EDGE
gadX,1,slp,EDGE
gadX,1,mdtE,EDGE
gadX,1,mdtF,EDGE
gadX,1,gadW,EDGE
gadX,1,gadX,EDGE
gadX,1,gadA,EDGE
gadX,1,ybaS,EDGE
gadX,1,ybaT,EDGE
gadX,1,gadC,EDGE
puuR,1,puuC,EDGE
puuR,1,puuB,EDGE
puuR,1,puuP,EDGE
puuR,1,puuE,EDGE
gntR,1,eda,EDGE
gntR,1,idnK,EDGE
gntR,1,gntT,EDGE
gntR,1,idnT,EDGE
gntR,1,gntK,EDGE
gntR,1,gntU,EDGE
gntR,1,idnR,EDGE
exuR,1,uxuA,EDGE
exuR,1,uxaA,EDGE
exuR,1,uxuB,EDGE
exuR,1,uxuR,EDGE
caiF,1,caiB,EDGE
caiF,1,fixB,EDGE
caiF,1,caiE,EDGE
rclR,1,rclC,EDGE
cueR,1,moaA,EDGE
cueR,1,cueO,EDGE
cueR,1,copA,EDGE
allR,1,allS,EDGE
allR,1,allA,EDGE
allR,1,glxR,EDGE
allR,1,ybbW,EDGE
dpiA,1,appY,EDGE
dpiA,1,mdh,EDGE
dpiA,1,exuT,EDGE
dpiA,1,dpiA,EDGE
csgD,1,nlpA,EDGE
csgD,1,iraP,EDGE
csgD,1,fliE,EDGE
csgD,1,fliA,EDGE
csgD,1,wrbA,EDGE
csgD,1,yccJ,EDGE
csgD,1,fliI,EDGE
csgD,1,fliJ,EDGE
csgD,1,fliK,EDGE
csgD,1,yccT,EDGE
csgD,1,csgF,EDGE
csgD,1,csgD,EDGE
dhaR,1,dhaL,EDGE
dhaR,1,dhaK,EDGE
paaX,1,paaZ,EDGE
paaX,1,paaA,EDGE
paaX,1,paaE,EDGE
paaX,1,paaF,EDGE
paaX,1,paaG,EDGE
paaX,1,paaH,EDGE
paaX,1,paaI,EDGE
lsrR,1,lsrK,EDGE
lsrR,1,lsrA,EDGE
lsrR,1,lsrD,EDGE
lsrR,1,lsrF,EDGE
lsrR,1,lsrG,EDGE
rstA,1,csgG,EDGE
rstA,1,csgE,EDGE
rstA,1,asr,EDGE
uidR,1,uidA,EDGE
uidR,1,uidB,EDGE
uidR,1,uidC,EDGE
slyA,1,hlyE,EDGE
nac,1,gabT,EDGE
nac,1,mnmG,EDGE
nac,1,gltB,EDGE
nac,1,gltD,EDGE
nac,1,serA,EDGE
nac,1,codA,EDGE
nac,1,gabD,EDGE
nac,1,gabP,EDGE
nac,1,gltF,EDGE
nac,1,nupC,EDGE
nac,1,ydcS,EDGE
nac,1,ydcT,EDGE
nac,1,patD,EDGE
murR,1,murR,EDGE
murR,1,murP,EDGE
hyfR,1,hyfC,EDGE
hyfR,1,hyfJ,EDGE
hyfR,1,hyfR,EDGE
iscR,1,hyaE,EDGE
iscR,1,hyaF,EDGE
iscR,1,sufA,EDGE
iscR,1,napB,EDGE
iscR,1,napH,EDGE
iscR,1,napA,EDGE
iscR,1,napF,EDGE
iscR,1,napD,EDGE
iscR,1,nrdF,EDGE
iscR,1,sufE,EDGE
iscR,1,sufS,EDGE
iscR,1,sufD,EDGE
iscR,1,sufC,EDGE
iscR,1,sufB,EDGE
iscR,1,ydiU,EDGE
iscR,1,nrdH,EDGE
iscR,1,nrdI,EDGE
hcaR,1,hcaC,EDGE
hcaR,1,hcaF,EDGE
yqhC,1,yqhD,EDGE
yqhC,1,dkgA,EDGE
qseB,1,flhD,EDGE
qseB,1,qseB,EDGE
nanR,1,nanT,EDGE
nanR,1,nanK,EDGE
nanR,1,yjhC,EDGE
nanR,1,nanS,EDGE
nanR,1,nanC,EDGE
ulaR,1,ulaB,EDGE
ulaR,1,ulaC,EDGE
ulaR,1,ulaG,EDGE
ulaR,1,ulaA,EDGE
ulaR,1,ulaD,EDGE
ulaR,1,ulaF,EDGE
gatR_1,1,gatD,EDGE
